year,date,type,registration,operator,fatalities,location,country,category,damage,season
1936,1936-07-29,Curtiss T-32C Condor II,2,LAN Chile,0,CopiapÃ³ Airport...,Chile,Accident,hull-loss,Summer
1936,1936-08-08,Ford 4-AT-B Tri-Motor,NC5811,Private,0,"Hundred, WV",USA,Accident,hull-loss,Summer
1936,1936-08-12,DH.86 Express,G-ADEB,British Airways,2,near Altenkirchen,Germany,Accident,hull-loss,Summer
1936,1936-08-13,Curtiss AT-32A Condor II,NC12392,American Airlines,0,Glendale-Grand C...,USA,Accident,hull-loss,Summer
1936,1936-08-15,Fokker F.XII,G-ADZI,AviaciÃ³n Nacional,2,Biarritz Parme A...,France,Accident,hull-loss,Summer
1936,1936-08-16,Fokker F.XII,G-ADZK,AviaciÃ³n Nacional,0,La Rochelle-Lago...,France,Accident,hull-loss,Summer
1936,1936-08-22,Short S.17 Kent,G-ABFA,Imperial Airways,2,"Mirabella Bay, C...",Greece,Accident,hull-loss,Summer
1936,1936-09-15,DH.86A Express,G-ADYF,British Airways,3,London-Gatwick A...,U.K.,Accident,hull-loss,Fall
1936,1936-09-24,CANT Z.506,I-RODI,Ala Littoria,9,near Benghazi,Libya,Accident,hull-loss,Fall
1936,1936-09-25,Boulton Paul P.71A,G-ACOX,Imperial Airways,2,near Dungeness,U.K.,Accident,hull-loss,Fall
1936,1936-09-29,A.W. AW.15 Atalanta,G-ABTK,Imperial Airways,0,Delhi,India,Other Occurrence,hull-loss,Fall
1936,1936-10-10,Douglas DC-2-118B,NC14273,Panagra,3,near San JosÃ© Pinula,Guatemala,Accident,hull-loss,Fall
1936,1936-11-01,Junkers Ju-52/3mge,D-APOO,Deutsche Lufthansa,10,near Tabarz,Germany,Accident,hull-loss,Fall
1936,1936-11-17,Junkers Ju-52/3mge,D-ASUI,Deutsche Lufthansa,4,near Lauf an der Pegnitz,Germany,Accident,hull-loss,Fall
1936,1936-11-19,Fokker F.XII,G-AEOT,British Airways,2,"Pound Hill, Tilg...",U.K.,Accident,hull-loss,Fall
1936,1936-11-28,Junkers Ju-52/3m,D-ATAK,Deutsche Lufthansa,0,near Hannover,Germany,Accident,hull-loss,Fall
1936,1936-12-03,Junkers Ju-52/3m,D-ASIH,Deutsche Lufthansa,6,Le Grand-Bornand,France,Accident,hull-loss,Winter
1936,1936-12-08,Junkers Ju-52/3m,22-78,Condor Legion,4,"near Serranillos, Ãvila",Spain,Accident,hull-loss,Winter
1936,1936-12-09,Douglas DC-2-115E,PH-AKL,KLM,15,London-Croydon A...,U.K.,Accident,hull-loss,Winter
1936,1936-12-16,Fokker F.XII,45-6,AviaciÃ³n Nacional,0,LeÃ³n Airport,Spain,Accident,hull-loss,Winter
1936,1936-12-19,Douglas DC-2-112,NC13732,"North American Aviation, op.for Eastern Air Lines",0,"near Milford, PA",USA,Accident,hull-loss,Winter
1936,1936-12-28,Short S.8 Calcutta,G-EBVG,Imperial Airways,0,"Mirabello Bay, C...",Greece,Other Occurrence,hull-loss,Winter
1937,1937-01-20,Ford 5-AT-C Tri-Motor,NC422H,DePonti Aviation Company,0,"Sioux City, IA",USA,Other Occurrence,hull-loss,Winter
1937,1937-01-26,Sabca Savoia-Marchetti S.73P,OO-AGR,Sabena,12,near Oran-es Senia Ai...,Algeria,Accident,hull-loss,Winter
1937,1937-02-09,Douglas DC-3A-197,NC16073,United Airlines,11,near San Francisco Mu...,USA,Accident,hull-loss,Winter
1937,1937-02-18,Douglas DC-2-112,NC13734,Eastern Air Lines,0,Atlanta Municipa...,USA,Accident,hull-loss,Winter
1937,1937-03-16,DH.86 Express,G-ACVZ,Imperial Airways,3,Elsdorf,Germany,Accident,hull-loss,Spring
1937,1937-03-24,Short S.23 Empire Flying Boat Mk I,G-ADVA,Imperial Airways,5,near Ouroux,France,Accident,hull-loss,Spring
1937,1937-03-25,Douglas DC-2-112,NC13730,TWA,13,"near Clifton, PA",USA,Accident,hull-loss,Spring
1937,1937-04-01,Ford 5-AT-C Tri-Motor,NC8410,Star Air Service,0,"Lake Spenard, AK",USA,Accident,hull-loss,Spring
1937,1937-04-03,Douglas DC-3-194B,PH-ALP,KLM,8,"near McNary, AZ",USA,Accident,hull-loss,Spring
1937,1937-04-06,Douglas DC-2-115M,EC-BFF,LAPE,0,Santander-La Alb...,Spain,Criminal Occurrence,hull-loss,Spring
1937,1937-05-07,Douglas C-33 (DC-2),36-81,USAAC,0,"near Clay Springs, AZ",USA,Accident,hull-loss,Spring
1937,1937-05-29,Ford 4-AT-B Tri-Motor,NC8404,Private,0,"Belleville, IL",USA,Accident,hull-loss,Spring
1937,1937-05-31,Handley Page HP.42E,G-AAXE,Imperial Airways,0,Karachi,Pakistan,Other Occurrence,hull-loss,Spring
1937,1937-06-02,Sikorsky S-43,No. 2,Chilean AF,9,near Ancud,Chile,Accident,hull-loss,Summer
1937,1937-06-16,Junkers Ju-52/3msai,ZS-AKY,South African Airways,1,Johannesburg/Ger...,South Africa,Accident,hull-loss,Summer
1937,1937-07-28,Douglas DC-2-115L,PH-ALF,KLM,15,near Beert,Belgium,Accident,hull-loss,Summer
1937,1937-08-02,Sikorsky S-43B,NC15065,Panagra,14,near CristÃ³bal,Panama,Accident,hull-loss,Summer
1937,1937-08-02,Savoia-Marchetti S.73,I-SUSA,Ala Littoria,9,Wadi Halfa Airpo...,Sudan,Accident,hull-loss,Summer
1937,1937-08-06,Douglas DC-2-152,URSS-M25,"Aeroflot, International",6,"near Herina, Bistrita...",Romania,Accident,hull-loss,Summer
1937,1937-08-08,Sikorsky S-43W,NC16930,CNAC,3,"Chilang Point, B...",China,Accident,hull-loss,Summer
1937,1937-08-10,Douglas DC-2-112,NC13739,Eastern Air Lines,4,Daytona Beach Mu...,USA,Accident,hull-loss,Summer
1937,1937-08-21,Ford 5-AT-C Tri-Motor,NR9648,Republic Oil Co.,0,"Fairbanks, AK",USA,Accident,hull-loss,Summer
1937,1937-08-23,Douglas DC-2-118A,NC14298,Panagra,3,"near San Luis, SL",Argentina,Accident,hull-loss,Summer
1937,1937-09-27,Curtiss T-32C Condor II,NC12364,Private,0,New York-Floyd B...,USA,Other Occurrence,hull-loss,Fall
1937,1937-09-27,Curtiss AT-32B Condor II,NC12394,American Airlines,0,New York-Floyd B...,USA,Other Occurrence,hull-loss,Fall
1937,1937-09-27,Curtiss AT-32D Condor II,NC12397,American Airlines,0,,USA,Other Occurrence,hull-loss,Fall
1937,1937-10-01,Short S.23 Empire Flying Boat Mk I,G-ADVC,Imperial Airways,3,Faliro Bay,Greece,Accident,hull-loss,Fall
1937,1937-10-06,Douglas DC-3-194B,PH-ALS,KLM,4,Palembang-Talang...,Indonesia,Accident,hull-loss,Fall
1937,1937-10-17,Douglas DC-3A-197,NC16074,United Airlines,19,"near Knight, WY",USA,Accident,hull-loss,Fall
1937,1937-10-27,Dewoitine D.333,F-ANQA,Air France,6,near El Jadida,Morocco,Accident,hull-loss,Fall
1937,1937-11-16,Junkers Ju-52/3mge,OO-AUB,Sabena,11,near Stene Airfield,Belgium,Accident,hull-loss,Fall
1937,1937-11-23,Douglas DC-2-115D,SP-ASJ,LOT,6,Pirin Mountains,Bulgaria,Accident,hull-loss,Fall
1937,1937-11-26,Junkers Ju-52/3mfe,D-AGAV,Deutsche Lufthansa,3,London-Croydon A...,U.K.,Accident,hull-loss,Fall
1937,1937-12-03,Junkers Ju-52/3mte,D-AXAT,Deutsche Lufthansa,1,MÃ¼nchen,Germany,Accident,hull-loss,Winter
1937,1937-12-05,Short S.23 Empire Flying Boat Mk I,G-ADUZ,Imperial Airways,2,Brindisi,Italy,Accident,hull-loss,Winter
1937,1937-12-08,Potez 621,F-AOTZ,Air France,2,near Saint-Sauveur,France,Accident,hull-loss,Winter
1937,1937-12-15,Junkers Ju-52/3mce,CB-18,LAB,8,near Sorata,Bolivia,Accident,hull-loss,Winter
1938,1938-01-04,Junkers Ju-52/3mte,D-ABUR,Deutsche Lufthansa,6,near Frankfurt,Germany,Accident,hull-loss,Winter
1938,1938-01-10,Lockheed 14-H Super Electra,NC17388,Northwest Airlines,10,"near Bozeman, MT",USA,Accident,hull-loss,Winter
1938,1938-01-11,Sikorsky S-42B,NC16734,Pan Am,7,"near Pago Pago, Ameri...",Pacific Ocean,Accident,hull-loss,Winter
1938,1938-02-02,Consolidated PBY-2 Catalina,0463,US Navy,3,near San Clemente Isl...,USA,Accident,hull-loss,Winter
1938,1938-02-02,Consolidated PBY-2 Catalina,0462,US Navy,7,near San Clemente Isl...,USA,Accident,hull-loss,Winter
1938,1938-02-07,Junkers Ju-90V1,D-AALU,Junkers,1,Dessau,Germany,Accident,hull-loss,Winter
1938,1938-02-09,LiorÃ©-et-Olivier H.242/1,F-ANPB,Air France,7,Ãtang de Berre,France,Accident,hull-loss,Winter
1938,1938-02-13,CANT Z.506,I-ORIA,Ala Littoria,14,"near Sardinia, Italy",Mediterranean Sea,Accident,hull-loss,Winter
1938,1938-02-22,Junkers Ju-52/3mge,D-APAR,Deutsche Lufthansa,3,near Pontoise,France,Accident,hull-loss,Winter
1938,1938-03-01,Douglas DC-2-112,NC13789,TWA,9,"near Wawona, CA",USA,Accident,hull-loss,Spring
1938,1938-03-07,Potez 62,F-ANQR,Air France,7,"Datia, Madhya Pr...",India,Accident,hull-loss,Spring
1938,1938-03-17,Tupolev G-2,CCCP-N210,Polyarnaya Aviatsiya,0,Buhkta Teplits,Russia,Accident,hull-loss,Spring
1938,1938-03-23,Dewoitine D.338,F-AQBB,Air France,8,French PyrÃ©nÃ©es,France,Accident,hull-loss,Spring
1938,1938-03-30,Junkers Ju-52/3m,I-BEZI,Ala Littoria,0,near Venezia Lido Air...,Italy,Accident,hull-loss,Spring
1938,1938-04-25,Sikorsky S-43B,NC16932,Pan Am,0,near Kingston,Jamaica,Accident,hull-loss,Spring
1938,1938-04-30,Savoia-Marchetti S.73,I-MEDA,Ala Littoria,19,"Maranola, Formia",Italy,Accident,hull-loss,Spring
1938,1938-05-10,Ford 5-AT-C Tri-Motor,3,LAN Chile,0,,Chile,Unknown,hull-loss,Spring
1938,1938-05-13,Ford 5-AT-DS Tri-Motor,C-60,SCADTA,0,near QuibdÃ³,Colombia,Accident,hull-loss,Spring
1938,1938-05-16,Lockheed 14-H2 Super Electra,NC17394,Northwest Airlines,9,"near Saugus, CA",USA,Accident,hull-loss,Spring
1938,1938-05-22,Junkers Ju-52/3mge,PP-CBC,Syndicato Condor,6,"Santos Airport, ...",Brazil,Accident,hull-loss,Spring
1938,1938-05-24,Douglas DST-A-207A (DC-3),NC18108,United Airlines,10,near Cleveland Munici...,USA,Accident,hull-loss,Spring
1938,1938-06-19,Douglas DC-2-118A,NC14272,Panagra,4,Mt Mercedario,Chile,Accident,hull-loss,Summer
1938,1938-06-26,Junkers Ju-52/3mge,OA-HHB,Deutsche Lufthansa Sucursal PerÃº,7,Cerro Chilligua,Peru,Accident,hull-loss,Summer
1938,1938-07-02,Curtiss YC-30 Condor II,33-321,USAAC,0,"Maxwell Field, M...",USA,Accident,hull-loss,Summer
1938,1938-07-08,Lockheed 14-H Super Electra,NC17383,Northwest Airlines,1,Billings Municip...,USA,Accident,hull-loss,Summer
1938,1938-07-14,Savoia-Marchetti S-66,I-VOLO,Ala Littoria,20,"near Terranova, Sardi...",Mediterranean Sea,Accident,hull-loss,Summer
1938,1938-07-15,Douglas DC-3-228,NC18114,Pan Am,1,"MorÃ³n, BA",Argentina,Accident,hull-loss,Summer
1938,1938-07-22,Lockheed 14-H Super Electra,SP-BNG,LOT,14,"Negrileasa, Stul...",Romania,Accident,hull-loss,Summer
1938,1938-07-27,A.W. AW.15 Atalanta,G-ABTG,Imperial Airways,4,near Kisumu,Kenya,Accident,hull-loss,Summer
1938,1938-07-28,Martin M-130,NC14714,Pan Am,15,"near Manila, Philippines",Pacific Ocean,Accident,hull-loss,Summer
1938,1938-08-10,WM Fokker F.VIIIb,HA-FNC,Malert,12,near Debrecen Airport...,Hungary,Accident,hull-loss,Summer
1938,1938-08-11,Ford 5-AT-C Tri-Motor,NC8413,Private,0,"Mankato, MN",USA,Other Occurrence,hull-loss,Summer
1938,1938-08-13,Savoia-Marchetti S.73,OK-BAG,CSA,17,Oberkirch,Germany,Accident,hull-loss,Summer
1938,1938-08-15,Junkers Ju-52/3mfe,PP-CAT,Syndicato Condor,9,Guanabara Bay,Brazil,Accident,hull-loss,Summer
1938,1938-08-18,Lockheed 14-H Super Electra,SP-BNJ,LOT,0,Bucharest-Baneas...,Romania,Accident,hull-loss,Summer
1938,1938-08-18,Macchi M.C.94-II,I-NILO,Macchi,13,Mornago (Varese),Italy,Accident,hull-loss,Summer
1938,1938-08-24,Douglas DC-2-221,32,CNAC,14,Wangmoon,China,Criminal Occurrence,repairable damage,Summer
1938,1938-09-03,Ford 5-AT-D Tri-Motor,NC435H,Johnson Flying Service,0,"Big Prairie, MT",USA,Accident,hull-loss,Fall
1938,1938-09-20,Short Sunderland I,L2162,RAF,2,"Angle Bay, Milfo...",U.K.,Accident,hull-loss,Fall
1938,1938-09-29,Junkers Ju-52/3m,D-AMOK,German AF,1,Frankfurt Rhein-...,Germany,Accident,hull-loss,Fall
1938,1938-10-01,Junkers Ju-52/3mte,D-AVFB,Deutsche Lufthansa,13,Grisons (GraubÃ¼...,Switzerland,Accident,hull-loss,Fall
1938,1938-10-01,Junkers G.24,PP-CAB,Syndicato Condor,0,"Coruripe, AL",Brazil,Accident,hull-loss,Fall
1938,1938-10-10,Sabca Savoia-Marchetti S.73P,OO-AGT,Sabena,20,Soest,Germany,Accident,hull-loss,Fall
1938,1938-10-18,Douglas DC-2-112,NC13735,Eastern Air Lines,0,near Montgomery Munic...,USA,Accident,hull-loss,Fall
1938,1938-10-20,Ford 4-AT-B Tri-Motor,NC7865,Private,1,"Powellsville, NC",USA,Accident,hull-loss,Fall
1938,1938-10-25,Douglas DC-2-210,VH-UYC,ANA,18,"Mt Dandenong, VIC",Australia,Accident,hull-loss,Fall
1938,1938-11-04,DH.86 Express,G-ACZN,Jersey Airways,14,Jersey-States Ai...,U.K.,Accident,hull-loss,Fall
1938,1938-11-14,Douglas DC-3-194D,PH-ARY,KLM,6,Amsterdam-Schiph...,Netherlands,Accident,hull-loss,Fall
1938,1938-11-18,Consolidated PBY-2 Catalina,0482,US Navy,2,Honolulu Harbour...,USA,Accident,hull-loss,Fall
1938,1938-11-18,Lockheed 14-H2 Super Electra,CF-TCL,TCAL,2,"near Regina Airport, ...",Canada,Accident,hull-loss,Fall
1938,1938-11-22,Lockheed 14-WF62 Super Electra,G-AFGO,British Airways,2,"Walton Bay, Some...",U.K.,Accident,hull-loss,Fall
1938,1938-11-22,Savoia-Marchetti SM-75C,I-TUON,Ala Littoria,4,near Winklern,Austria,Accident,hull-loss,Fall
1938,1938-11-25,Junkers Ju-52/3m,,German AF,4,near Bayreuth,Germany,Accident,hull-loss,Fall
1938,1938-11-26,Junkers Ju-90V2,D-AIVI,Deutsche Lufthansa,12,Bathurst (Banjul),Gambia,Accident,hull-loss,Fall
1938,1938-11-27,Short S.23 Empire Flying Boat Mk I,G-AETW,Imperial Airways,4,Lake Habbaniyah,Iraq,Accident,hull-loss,Fall
1938,1938-11-29,Douglas DC-3A-191,NC16066,United Airlines,5,"near Point Reyes, CA",USA,Accident,hull-loss,Fall
1938,1938-12-02,Junkers Ju-52/3mte,D-ANOY,Deutsche Lufthansa,0,near Vienna,Austria,Accident,hull-loss,Winter
1938,1938-12-06,Focke-Wulf Fw 200,D-ACON,Deutsche Lufthansa,0,near Manila,Philippines,Accident,hull-loss,Winter
1938,1938-12-08,Nakajima/Douglas DC-2,J-BBOH,Imperial Japanese Airways,10,near Kerama Islands,Japan,Accident,hull-loss,Winter
1938,1938-12-09,Lockheed 14-WF62 Super Electra,PH-APE,KLM,4,near Amsterdam-Schiph...,Netherlands,Accident,hull-loss,Winter
1938,1938-12-11,Junkers Ju-52/3mge,HC-SAB,SEDTA,0,Quito-Cotocollao...,Ecuador,Accident,hull-loss,Winter
1939,1939-01-07,Douglas DC-2-115B,HB-ITA,Swissair,5,near Senlis,France,Accident,hull-loss,Winter
1939,1939-01-13,Lockheed 14-H Super Electra,NC17389,Northwest Airlines,4,Miles City Munic...,USA,Accident,hull-loss,Winter
1939,1939-01-13,Junkers Ju-52/3mge,PP-CAY,Syndicato Condor,10,"Rio Bonito, RJ",Brazil,Accident,hull-loss,Winter
1939,1939-01-13,Fokker F.XVIII,VQ-PAF,Commercial Aviation Company,0,Lydda Airport (TLV),Israel,Accident,hull-loss,Winter
1939,1939-01-17,Ford 5-AT-.  Tri-Motor,C-63,SCADTA,4,near Sumapaz,Colombia,Accident,hull-loss,Winter
1939,1939-01-18,Lockheed 14-H Super Electra,VH-ABI,Guinea Airways,4,near Katherine-Tindal...,Australia,Accident,hull-loss,Winter
1939,1939-01-21,Short S.23 Empire Flying Boat Mk II,G-ADUU,Imperial Airways,3,"near Port Washington,...",Atlantic Ocean,Accident,hull-loss,Winter
1939,1939-01-24,Junkers Ju-52/3m,,German AF,5,near Arrens,France,Accident,hull-loss,Winter
1939,1939-01-27,Potez 62,F-ANPJ,Air France,6,near KÃ¶ln-Butzweiler...,Germany,Accident,hull-loss,Winter
1939,1939-02-19,Sikorsky S-42A,NC15376,Pan Am,0,San Juan harbor,Puerto Rico,Accident,repairable damage,Winter
1939,1939-02-24,Junkers Ju-52/3mge,D-ALUS,Reichsluftfahrtministerium,12,"Termes Ribi, Com...",France,Accident,hull-loss,Winter
1939,1939-03-02,Ford 6-AT-AS Tri-Motor,CF-BEP,Yukon Southern Air Transport,0,"Vancouver, BC",Canada,Other Occurrence,hull-loss,Spring
1939,1939-03-12,Junkers Ju-52/3mge,XXIII,Eurasia,4,near Weining,China,Accident,hull-loss,Spring
1939,1939-03-12,Short S.23 Empire Flying Boat Mk I,G-ADUY,"Imperial Airways, op.for Qantas Empire Airways",0,"Tandjong, Batavi...",Indonesia,Accident,hull-loss,Spring
1939,1939-03-14,Junkers Ju-52/3mge,OO-AUA,Sabena,3,Sint-Stevens-Woluwe,Belgium,Accident,hull-loss,Spring
1939,1939-03-18,Boeing S.307 Stratoliner,NX19901,Boeing,10,"near Alder, WA",USA,Accident,hull-loss,Spring
1939,1939-03-26,Douglas DC-2-112,NC13727,Braniff Airways,8,Oklahoma City Mu...,USA,Accident,hull-loss,Spring
1939,,Ford 5-AT-B Tri-Motor,LG-AAH,TACA Guatemala,0,Tegucigalpa-Tonc...,Honduras,Other Occurrence,hull-loss,
1939,1939-04-15,Ford 5-AT-C Tri-Motor,NC8411,South American Gulf Oil Co.,2,"near El Carmen, Santa...",Colombia,Accident,hull-loss,Spring
1939,1939-04-29,Junkers Ju-52/3m,,German AF,5,near Bollstadt/Amerdi...,Germany,Accident,hull-loss,Spring
1939,,Fokker F.VIII,YV-AFO,Venezuelan Government,0,near UruyÃ©n,Venezuela,Accident,hull-loss,
1939,1939-05-01,Short S.23 Empire Flying Boat Mk I,G-ADVD,Imperial Airways,2,"Lumbo lagoon, Il...",Mozambique,Accident,hull-loss,Spring
1939,1939-05-02,Dewoitine D.338,F-ARIC,Air France,9,near Argana,Morocco,Accident,hull-loss,Spring
1939,1939-05-06,Junkers Ju-52/3m,XVII,Eurasia,0,Hanchung (Hanzho...,China,Criminal Occurrence,hull-loss,Spring
1939,1939-05-17,Lockheed 14-WG3B Super Electra,J-BCOZ,Imperial Japanese Airways,6,Fukuoka dai-1 Ai...,Japan,Accident,hull-loss,Spring
1939,,Douglas DC-2-192,,Chinese Government,0,Chongqing Airpor...,China,Criminal Occurrence,hull-loss,
1939,1939-06-05,Short Sunderland I,L5801,RAF,4,Johore Straits,Singapore,Accident,hull-loss,Summer
1939,1939-06-06,Douglas DC-2-115E,PH-AKN,KLM,1,Amsterdam-Schiph...,Netherlands,Accident,repairable damage,Summer
1939,1939-06-12,Short S.23 Empire Flying Boat Mk I,G-ADVE,Imperial Airways,0,Calcutta,India,Accident,hull-loss,Summer
1939,1939-06-19,Short S.30 Empire Flying Boat,G-AFCW,Imperial Airways,0,Hythe,Atlantic Ocean,Other Occurrence,hull-loss,Summer
1939,1939-07-29,DH.86A Express,L7596,RAF,0,Kirby-in-Furness...,U.K.,Accident,hull-loss,Summer
1939,1939-08-03,Junkers Ju-52/3mte,D-ANJH,Deutsche Lufthansa,0,Rangoon-Mingalad...,Myanmar,Unknown,hull-loss,Summer
1939,1939-08-04,Junkers Ju-52/3mte,D-AUJG,Deutsche Lufthansa,7,Tivissa,Spain,Accident,hull-loss,Summer
1939,1939-08-11,Lockheed 14-WF62 Super Electra,G-AFGN,Imperial Airways,0,"Saint-Sauveur, L...",France,Accident,hull-loss,Summer
1939,1939-08-13,Sikorsky S-43B,NC16933,Pan Am,14,near Rio de Janeiro-S...,Brazil,Accident,hull-loss,Summer
1939,1939-08-24,Junkers F.24kay (G.24),D-ULIS,Deutsche Lufthansa,2,Glindow,Germany,Accident,hull-loss,Summer
1939,1939-08-30,Junkers Ju-52/3mte,D-AFOP,Deutsche Lufthansa,7,near Hannover,Germany,Accident,hull-loss,Summer
1939,1939-08-31,Junkers Ju-52/3m,,German AF,4,Hunding/Zueding,Germany,Accident,hull-loss,Summer
1939,1939-09-05,Vickers Valentia,K2345,RAF,0,Catterick RAF St...,U.K.,Accident,hull-loss,Fall
1939,1939-09-05,Junkers Ju-52/3m,WL-AGZG,German AF,9,Wilhelmshaven-Reede,Germany,Criminal Occurrence,hull-loss,Fall
1939,1939-09-10,Short Sunderland I,N6135,RAF,0,Pembroke Dock RA...,U.K.,Accident,hull-loss,Fall
1939,1939-09-18,Short Sunderland I,L2165,RAF,10,Milford Haven in...,U.K.,Accident,hull-loss,Fall
1939,1939-09-22,Junkers Ju-52/3m,,German AF,13,"near GroÃjena, Naumb...",Germany,Accident,hull-loss,Fall
1939,1939-09-28,Douglas DC-2-210,VH-UYB,ANA,0,Sydney-Mascot Ai...,Australia,Accident,repairable damage,Fall
1939,1939-10-09,Junkers Ju-52/3mg4c,G6+KO,German AF,7,"Thomasdorf, near...",Germany,Accident,hull-loss,Fall
1939,1939-10-13,Short Sunderland I,N9045,RAF,0,Isles of Scilly,U.K.,Accident,hull-loss,Fall
1939,1939-10-13,Caproni Ca.133,I-DIRE,Ala Littoria,0,Gabode,Djibouti,Accident,hull-loss,Fall
1939,1939-10-15,Short Sunderland I,N9030,RAF,4,"Plymouth Sound, ...",U.K.,Accident,hull-loss,Fall
1939,1939-10-17,Savoia-Marchetti S.73,I-IESI ?,Ala Littoria,15,near OlÃ­as,Spain,Accident,hull-loss,Fall
1939,1939-11-07,Handley Page HP.42W,G-AAXD,Imperial Airways,0,"Tiverton, Devon",U.K.,Accident,hull-loss,Fall
1939,1939-11-10,Junkers Ju-52/3m,22-104,Spanish AF,7,near Lastras de Cuell...,Spain,Accident,hull-loss,Fall
1939,1939-11-15,Junkers Ju-52/3mge,T-166,Argentine AF,0,"El Palomar, BA",Argentina,Accident,repairable damage,Fall
1939,1939-11-17,Junkers Ju-52/3m,22-94,Spanish AF,10,near Cap Juby,Morocco,Accident,hull-loss,Fall
1939,1939-12-04,Junkers Ju-52/3mlu,I-BAUS,Ala Littoria,5,"near Arbersee, Bayeri...",Germany,Accident,hull-loss,Winter
1939,1939-12-18,Junkers Ju-52/3m,M-CABA,Iberia,10,near Europa Point [St...,Gibraltar,Accident,hull-loss,Winter
1939,1939-12-21,Lockheed 14-WF62 Super Electra,G-AFYU,British Airways,5,near Alexandria,Mediterranean Sea,Accident,hull-loss,Winter
1940,1940-01-15,Lockheed 14-WF62 Super Electra,G-AFMO,British Airways,0,Heston Airport,U.K.,Accident,hull-loss,Winter
1940,1940-01-22,Lockheed 14-WF62 Super Electra,PK-AFO,KNILM,8,near Denpasar-Ngurah ...,Indonesia,Accident,hull-loss,Winter
1940,1940-01-30,Ford 4-AT-E Tri-Motor,NC5092,White Pass Airways,0,"Carcross, YT",Canada,Accident,hull-loss,Winter
1940,1940-02-05,Nakajima/Douglas DC-2,J-BBOT,Imperial Japanese Airways,0,"Diaoyu Dao, Senk...",Japan,Accident,hull-loss,Winter
1940,1940-02-10,Savoia-Marchetti SM-75,I-LEAL,Ala Littoria,10,Aiello Calabro,Italy,Accident,hull-loss,Winter
1940,1940-02-20,Ford 5-AT-.  Tri-Motor,AN-AA.,TACA de Nicaragua,0,near Prinzapolka,Nicaragua,Accident,hull-loss,Winter
1940,1940-03-01,Handley Page HP.42E,G-AAGX,Imperial Airways,8,"near Dibba, Oman [Gul...",Indian Ocean,Accident,hull-loss,Spring
1940,1940-03-03,Bloch 220,F-AOHA,Air France,3,near Orange,France,Accident,hull-loss,Spring
1940,1940-03-05,Ford 5-AT-B Tri-Motor,XA-BCW,Mexicana,0,near San MartÃ­n Volc...,Mexico,Accident,hull-loss,Spring
1940,1940-03-16,Savoia-Marchetti S.73,I-SUTO,ALI,14,Stromboli Island,Italy,Accident,hull-loss,Spring
1940,1940-03-19,Handley Page HP.42W,G-AAXC,Imperial Airways,0,Bristol-Whitchur...,U.K.,Other Occurrence,hull-loss,Spring
1940,1940-03-19,Handley Page HP.42W,G-AAUD,Imperial Airways,0,Bristol-Whitchur...,U.K.,Other Occurrence,hull-loss,Spring
1940,1940-04-03,Douglas DC-2-112,NC13786,TWA,0,Pittsburgh-Alleg...,USA,Accident,hull-loss,Spring
1940,1940-04-07,Junkers Ju-52/3m,,German AF,9,Meurcourt,France,Accident,hull-loss,Spring
1940,1940-04-09,Short Sunderland,L2167,RAF,9,near Sylling,Norway,Criminal Occurrence,hull-loss,Spring
1940,1940-04-09,Junkers Ju-52/3m,,German AF,8,"near Tarm, Vium church",Denmark,Accident,hull-loss,Spring
1940,1940-04-09,Junkers Ju-52/3m,NG+VD,German AF,1,Oslo-Fornebu,Norway,Criminal Occurrence,hull-loss,Spring
1940,1940-04-12,Junkers Ju-52/3m,,German AF,2,Einfeld,Germany,Accident,hull-loss,Spring
1940,1940-04-12,Junkers Ju-52/3m,,German AF,0,NeumÃ¼nster,Germany,Accident,hull-loss,Spring
1940,1940-04-13,Junkers Ju-52/3m,1Z+FM,German AF,3,Aalborg West Ai...,Denmark,Accident,repairable damage,Spring
1940,1940-04-13,Junkers Ju-52/3mg4e,SE+JZ,German AF,0,"Gullesfjordbotn,...",Norway,Accident,hull-loss,Spring
1940,1940-04-13,Junkers Ju-52/3mg4e,CN+BS,German AF,0,"Gullesfjordbotn,...",Norway,Accident,hull-loss,Spring
1940,1940-04-14,Junkers Ju-52/3m,1Z+..,German AF,1,"Lillehammer, Opp...",Norway,Criminal Occurrence,hull-loss,Spring
1940,1940-04-14,Junkers Ju-52/3m,1Z+GS,German AF,3,"Graberget, Domba...",Norway,Criminal Occurrence,hull-loss,Spring
